index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio,credit_risk_score,risk_category
169,23,60000,RENT,3.0,PERSONAL,C,25000,12.73,1,0.42,N,3,20-25,middle,very large,0.4166666666666667,0.00012,0.0005092,0.576872046253413,Medium Risk
170,23,60000,RENT,7.0,PERSONAL,B,25000,10.25,1,0.42,N,4,20-25,middle,very large,0.4166666666666667,0.00028,0.00041,0.48009699642782244,Medium Risk
171,21,60000,RENT,6.0,EDUCATION,B,25000,10.99,1,0.42,N,4,20-25,middle,very large,0.4166666666666667,0.00024,0.0004396,0.44603492756692004,Medium Risk
172,25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4,N,2,20-25,middle,very large,0.4034926322245356,0.00036,0.0005092,0.6499784546240431,High Risk
173,22,56400,RENT,2.0,HOMEIMPROVEMENT,D,25000,14.96,1,0.44,Y,3,20-25,middle,very large,0.4432624113475177,8e-05,0.0005984,0.98202016711695,High Risk
175,21,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000,13.99,0,0.13,N,2,20-25,high,very large,0.125,8e-05,0.0005596,0.022037336703344176,Low Risk
176,24,200000,MORTGAGE,3.0,VENTURE,A,24000,7.49,0,0.12,N,4,20-25,high,very large,0.12,0.000125,0.0003120833333333333,0.004666945931738191,Low Risk
177,26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0,0.07,N,3,20-25,high,large,0.075,0.0002666666666666667,0.000986,0.019594824834984686,Low Risk
178,25,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500,11.99,0,0.08,N,2,20-25,high,very large,0.0775,0.00012903225806451613,0.0007735483870967742,0.022495545188982148,Low Risk
179,24,200000,RENT,8.0,EDUCATION,A,10000,8.49,0,0.05,N,4,20-25,high,medium,0.05,0.0008,0.000849,0.01968702914340416,Low Risk
180,24,66000,RENT,3.0,EDUCATION,B,25000,9.91,1,0.38,N,2,20-25,middle,very large,0.3787878787878788,0.00012,0.0003964,0.3295416966809553,Medium Risk
181,22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.38,Y,3,20-25,middle,very large,0.3787878787878788,0.00024,0.0005224,0.40017910614461366,Medium Risk
182,22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0,0.04,N,4,20-25,high,medium,0.045,0.0006666666666666666,0.0006855555555555556,0.02270597893970625,Low Risk
184,25,200000,RENT,5.0,EDUCATION,D,18000,16.32,0,0.09,N,3,20-25,high,very large,0.09,0.0002777777777777778,0.0009066666666666667,0.22244899014400143,Low Risk
185,25,200000,MORTGAGE,2.0,VENTURE,B,12000,10.38,0,0.06,N,2,20-25,high,large,0.06,0.00016666666666666666,0.0008650000000000001,0.007561828425358914,Low Risk
186,25,200000,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0,0.12,N,3,20-25,high,very large,0.11525,0.0003904555314533623,0.0006225596529284165,0.010720987104854423,Low Risk
190,26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.37,Y,2,20-25,middle,very large,0.37315660636455905,0.0004,0.0006084,0.8866397913881274,High Risk
191,23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.37,N,4,20-25,middle,very large,0.373134328358209,0.00012,0.00031600000000000004,0.3297878716032363,Medium Risk
192,24,67000,RENT,2.0,VENTURE,B,25000,10.99,1,0.37,N,3,20-25,middle,very large,0.373134328358209,8e-05,0.0004396,0.31733781056484767,Medium Risk
193,24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.37,Y,3,20-25,middle,very large,0.36764705882352944,0.0002,0.0005636,0.8506822574491033,High Risk
194,25,69000,RENT,9.0,PERSONAL,D,25000,17.49,1,0.36,N,2,20-25,middle,very large,0.36231884057971014,0.00036,0.0006996,0.888191550548594,High Risk
195,25,200000,MORTGAGE,0.0,EDUCATION,B,12000,11.48,0,0.06,N,3,20-25,high,large,0.06,0.0,0.0009566666666666668,0.01212664832064617,Low Risk
196,26,188000,MORTGAGE,10.0,VENTURE,E,20000,17.74,1,0.11,N,2,20-25,high,very large,0.10638297872340426,0.0005,0.0008869999999999999,0.07068732510167068,Low Risk
197,26,200000,MORTGAGE,4.0,PERSONAL,C,3000,13.92,0,0.01,N,3,20-25,high,small,0.015,0.0013333333333333333,0.00464,0.05910408920599849,Low Risk
198,25,69996,RENT,9.0,EDUCATION,D,25000,15.21,1,0.36,N,3,20-25,middle,very large,0.35716326647236984,0.00036,0.0006084,0.789278843706157,High Risk
199,22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3,20-25,low,small,0.2777777777777778,0.0005,0.0027475,0.10034369307207303,Low Risk
200,24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.36,N,4,20-25,middle,very large,0.35714285714285715,0.00012,0.0004744,0.28260365185608144,Low Risk
201,24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3,20-25,low,medium,0.4166666666666667,0.0008333333333333334,0.0012483333333333333,0.21861587327005128,Low Risk
202,24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4,20-25,middle,very large,0.44563279857397503,0.00028,0.0006596,0.9990602182232666,High Risk
203,25,66000,RENT,9.0,VENTURE,D,25000,15.33,1,0.38,Y,2,20-25,middle,very large,0.3787878787878788,0.00036,0.0006132,0.799669670974855,High Risk
204,26,66000,RENT,3.0,HOMEIMPROVEMENT,B,25000,11.58,1,0.38,N,4,20-25,middle,very large,0.3787878787878788,0.00012,0.0004632,0.5921225460496491,Medium Risk
205,25,14400,OWN,7.0,EDUCATION,A,5375,5.79,1,0.37,N,2,20-25,low,medium,0.3732638888888889,0.0013023255813953488,0.0010772093023255814,0.1257944490254521,Low Risk
206,25,72612,RENT,9.0,MEDICAL,C,25000,13.11,1,0.34,N,2,20-25,middle,very large,0.3442957086982868,0.00036,0.0005244,0.459190939134274,Medium Risk
207,23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,3,20-25,middle,very large,0.33783783783783783,0.00012,0.0004144,0.3192864900320192,Medium Risk
208,25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2,20-25,middle,very large,0.3333333333333333,0.00036,0.0004144,0.4067645349794418,Medium Risk
211,25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0,0.05,N,4,20-25,high,medium,0.05235602094240838,0.0001,0.001253,0.027165379833909126,Low Risk
214,24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.33,N,4,20-25,middle,very large,0.3333333333333333,0.00016,0.00041,0.25066394871935915,Low Risk
215,22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.35,Y,4,20-25,middle,very large,0.352112676056338,4e-05,0.000638,0.8570543351817967,High Risk
216,26,190000,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.11,N,4,20-25,high,very large,0.10526315789473684,0.00015,0.000609,0.005955104434607145,Low Risk
217,23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0,0.13,N,3,20-25,high,very large,0.12631844880944862,0.0,0.0004929166666666667,0.0016649759131949777,Low Risk
219,23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,20-25,high-middle,very large,0.32051282051282054,4e-05,0.00042479999999999997,0.15975085440682932,Low Risk
220,23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3,20-25,high-middle,very large,0.3184551105676144,0.00028,0.00042960000000000003,0.12621292478689292,Low Risk
221,25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4,20-25,high,medium,0.053763440860215055,0.0009,0.001025,0.0013396976535868942,Low Risk
223,25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2,20-25,high,large,0.08108108108108109,0.0004,0.001018,0.0274755937889038,Low Risk
224,24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,20-25,middle,very large,0.40290088638195004,0.00032,0.0006132,0.9976578928327274,High Risk
225,23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,20-25,high-middle,very large,0.3147980255867835,0.00028,0.0006084,0.698139746666321,High Risk
226,21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,20-25,low,medium,0.4340277777777778,0.00064,0.0023552,0.42032706472058,Medium Risk
227,24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,20-25,high-middle,very large,0.3139480855445744,0.00032,0.000628,0.7941848417827475,High Risk
228,24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,20-25,high-middle,very large,0.3139441430580671,0.0,0.000534,0.2915341509620709,Low Risk
230,24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,20-25,high-middle,very large,0.3125,0.00024,0.0002648,0.13978850835147333,Low Risk
231,26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,20-25,high-middle,very large,0.3125,0.0002,0.0005444,0.4406745419422739,Medium Risk
232,22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2,20-25,high,very large,0.13513513513513514,0.00016,0.0004544,0.028595981290350823,Low Risk
233,26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2,20-25,high,small,0.02702702702702703,0.002,0.001536,0.0016014867670171638,Low Risk
234,24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,20-25,high,very large,0.11892406158104134,0.0003181818181818182,0.0006572727272727273,0.36418137106365456,Medium Risk
235,23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,20-25,high,small,0.01358695652173913,0.002,0.004732,0.005511455770280352,Low Risk
236,24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,20-25,high,very large,0.11627906976744186,0.0003,0.0006735,0.02609272311702211,Low Risk
237,24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,20-25,high,very large,0.1092896174863388,0.0001,0.0005745,0.017453101645421784,Low Risk
239,25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,20-25,high,large,0.08198871835235472,0.0006,0.000402,0.008445423650840946,Low Risk
240,23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,20-25,middle,very large,0.33781957732014484,0.00028,0.0006540000000000001,0.8964899818289218,High Risk
242,25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,20-25,high-middle,very large,0.30864197530864196,0.0002,0.0002916,0.24334876204425682,Low Risk
243,23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,20-25,high-middle,very large,0.30637254901960786,4e-05,0.0004544,0.23947181237550288,Low Risk
244,24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,20-25,high-middle,very large,0.3048780487804878,0.00032,0.00041,0.13397027134253076,Low Risk
245,24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,20-25,high-middle,very large,0.30120481927710846,0.0002,0.00044479999999999997,0.1634866120259993,Low Risk
246,24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,20-25,high-middle,very large,0.30120481927710846,0.0002,0.0005168,0.7082362812535663,High Risk
247,24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,20-25,high,very large,0.1,0.00044444444444444447,0.0010355555555555556,0.2737844299066427,Low Risk
248,23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,20-25,high,very large,0.15555555555555556,0.00028571428571428574,0.0002682142857142857,0.006304532993644149,Low Risk
249,23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,20-25,low,small,0.2777777777777778,0.0005,0.004175,0.7472885221810546,High Risk
250,22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,20-25,low,small,0.14583333333333334,0.0,0.005304761904761905,0.020064933922052667,Low Risk
251,22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,20-25,high-middle,very large,0.2958579881656805,0.00024,0.000732,0.7883918273552842,High Risk
252,24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,20-25,high-middle,very large,0.29411764705882354,0.0002,0.00042479999999999997,0.2562940094409939,Low Risk
253,24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,20-25,high,large,0.07777777777777778,0.0005,0.0008564285714285715,0.006963511527386954,Low Risk
254,26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,20-25,high,large,0.06666666666666667,0.00016666666666666666,0.0008025,0.006230842535249777,Low Risk
255,25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,20-25,high,medium,0.0700280112044818,0.0009,0.001825,0.4530712403448067,Medium Risk
257,24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,20-25,high-middle,very large,0.28735632183908044,0.00032,0.0005936,0.7820233107470543,High Risk
258,24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,20-25,middle,very large,0.3333333333333333,0.0,0.000588,0.771279942798894,High Risk
259,23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,20-25,high-middle,very large,0.32894736842105265,0.00028,0.0006408,0.8817329743367259,High Risk
260,23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,20-25,middle,very large,0.37755795514611495,4e-05,0.0006148,0.9962431975534608,High Risk
261,25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,20-25,high-middle,very large,0.2777777777777778,0.00036,0.0004396,0.15359655696973756,Low Risk
262,21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,20-25,low,medium,0.41333333333333333,0.0,0.0012741935483870969,0.45612391791590406,Medium Risk
263,26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,20-25,high,very large,0.1388888888888889,8e-05,0.0004396,0.00179985268721084,Low Risk
264,24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,20-25,high,very large,0.11666666666666667,0.00038095238095238096,0.0005466666666666667,0.0011857567344381063,Low Risk
265,25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,20-25,high,very large,0.1111111111111111,0.00045,0.000713,0.0035522799059472597,Low Risk
266,26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,20-25,high,medium,0.05555555555555555,0.0,0.0008,0.002886885238940545,Low Risk
267,25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,20-25,high,medium,0.05527777777777778,0.00030150753768844223,0.0011316582914572865,0.006768182398328264,Low Risk
269,23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,20-25,high-middle,very large,0.32051282051282054,8e-05,0.0006528,0.7134136399579935,High Risk
270,25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,20-25,middle,very large,0.3770739064856712,0.00012,0.0007172,0.9968920705387215,High Risk
271,23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,20-25,high-middle,very large,0.2777777777777778,0.0,0.0004544,0.24273967679138495,Low Risk
272,24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,20-25,high-middle,very large,0.31645569620253167,0.00036,0.0005984,0.8254986501078382,High Risk
273,24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,20-25,high-middle,very large,0.27233115468409586,0.00016,0.0005371999999999999,0.19251463328399848,Low Risk
274,25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,20-25,high-middle,very large,0.2717391304347826,0.00024,0.0005076,0.27213737788687103,Low Risk
275,24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,20-25,high-middle,very large,0.2717391304347826,4e-05,0.0005092,0.11860601798064556,Low Risk
276,23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,20-25,high-middle,very large,0.2670940170940171,0.00012,0.0006084,0.4706049130403163,Medium Risk
277,23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,20-25,low,small,0.11666666666666667,0.0005714285714285715,0.007245714285714286,0.19054328858705885,Low Risk
278,23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,20-25,middle,very large,0.3543586109142452,0.00012,0.0007616,0.9966594953464208,High Risk
279,25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,20-25,high-middle,very large,0.29832935560859186,8e-05,0.000638,0.8357706816353663,High Risk
280,26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,20-25,high,small,0.014857142857142857,0.001153846153846154,0.003423076923076923,0.016394459692284317,Low Risk
281,25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,20-25,high,medium,0.045714285714285714,0.00125,0.0009875,0.01659165205456956,Low Risk
283,23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,20-25,high,very large,0.12,0.00038095238095238096,0.000570952380952381,0.012706865407248434,Low Risk
284,23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,20-25,low,small,0.26666666666666666,0.001,0.0034950000000000003,0.16379861098501736,Low Risk
285,23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,20-25,low,small,0.30666666666666664,0.0008695652173913044,0.002389130434782609,0.05490616241995193,Low Risk
286,22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,20-25,high-middle,very large,0.2840909090909091,0.00024,0.0006232,0.8341833647041188,High Risk
287,25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,20-25,middle,very large,0.3342245989304813,8e-05,0.0004396,0.9046681820767443,High Risk
288,25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,20-25,high-middle,very large,0.2840909090909091,0.0,0.0005984,0.6300604485856358,High Risk
289,25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,20-25,low,small,0.11666666666666667,0.001142857142857143,0.008748571428571428,0.4047292647811196,Medium Risk
290,26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,20-25,high-middle,very large,0.2840909090909091,8e-05,0.000626,0.6272720989185341,High Risk
291,25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,20-25,high-middle,very large,0.25,4e-05,0.0003732,0.05850426150701024,Low Risk
292,23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,20-25,low,small,0.24,0.0,0.003741666666666667,0.37127283474533446,Medium Risk
293,24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,20-25,high,very large,0.244140625,0.00032,0.0004144,0.10252835386658678,Low Risk
294,24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,20-25,high-middle,very large,0.2717391304347826,4e-05,0.0006707999999999999,0.8429193170326712,High Risk
295,23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,20-25,high-middle,very large,0.26881720430107525,0.0,0.0005836,0.7651368507050398,High Risk
296,22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,20-25,high,small,0.02,0.0017142857142857142,0.003402857142857143,0.03924332555816226,Low Risk
297,23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,20-25,high,medium,0.04114285714285714,0.0004166666666666667,0.001163888888888889,0.010768308182148354,Low Risk
298,25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,20-25,high,medium,0.051514527096641255,0.001,0.0011766666666666666,0.019376184842261716,Low Risk
299,25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,20-25,high,medium,0.05057471264367816,0.00022727272727272727,0.0016215909090909091,0.04498290983687959,Low Risk
300,26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,20-25,high,large,0.06896551724137931,0.0006666666666666666,0.0010441666666666666,0.059510743219959715,Low Risk
301,25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,20-25,high,very large,0.15432098765432098,0.0002,0.00064,0.30615187037576935,Medium Risk
302,26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,20-25,high,medium,0.05764785232926147,0.001,0.0011710000000000002,0.00721100555010408,Low Risk
303,21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,20-25,low,small,0.21166666666666667,0.0,0.003634645669291338,0.10190951796397046,Low Risk
304,25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,20-25,high-middle,very large,0.2604166666666667,8e-05,0.0006272,0.7917081723532537,High Risk
305,21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,20-25,low,small,0.0992063492063492,0.0,0.00706,0.08265973223865812,Low Risk
306,24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,20-25,high-middle,very large,0.25534174939739346,0.00032,0.0005044,0.6296387530852869,High Risk
308,23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,20-25,low,small,0.1841620626151013,0.0025,0.0030321428571428574,0.1589033324404388,Low Risk
309,25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,20-25,high,very large,0.18796992481203006,0.0,0.0005756666666666666,0.3277492188268491,Medium Risk
310,24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,20-25,high,very large,0.10495626822157435,0.0003333333333333333,0.0004944444444444445,0.058177629497748545,Low Risk
311,25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,20-25,high,medium,0.05882214536128562,0.0003,0.001111,0.01967516313554797,Low Risk
312,24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,20-25,high,very large,0.15822384243436874,0.0,0.0005836,0.44477241099813414,Medium Risk
313,26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,20-25,high,large,0.07647058823529412,0.0,0.0009553846153846154,0.018938720703598526,Low Risk
315,24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,20-25,high,very large,0.22727272727272727,0.00028,0.000628,0.6276490205381637,High Risk
316,22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,20-25,low,small,0.16276041666666666,0.0028,0.005012,0.07685393388055317,Low Risk
317,25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,20-25,high,small,0.03723008190618019,0.0006,0.0032979999999999997,0.5874894092795738,Medium Risk
318,25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,20-25,high,very large,0.11764705882352941,0.0001,0.0003745,0.007097879502953463,Low Risk
319,22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,20-25,high,very large,0.24855836150328098,0.00024,0.0005984,0.6853575446642374,High Risk
320,25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,20-25,high,very large,0.22123893805309736,0.00028,0.0005092,0.11860499556910158,Low Risk
321,24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,20-25,high,very large,0.20833333333333334,0.00032,0.000426,0.04082750720099895,Low Risk
322,25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,20-25,high,very large,0.20833333333333334,0.00024,0.00042960000000000003,0.06965063097305486,Low Risk
323,23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,20-25,high,very large,0.20833333333333334,0.00028,0.0003996,0.03907130748187683,Low Risk
324,24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,20-25,high-middle,very large,0.27233115468409586,0.0002,0.0006132,0.9594194099956335,High Risk
325,21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,20-25,low,small,0.0641025641025641,0.005,0.00729,0.009081469793506694,Low Risk
326,26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,20-25,high,very large,0.23148148148148148,8e-05,0.000602,0.5424463061993925,Medium Risk
